4g9t.py,path:/home/samir/.vscode-server/data/User/History/581b3ad7/4g9t.py,last modified:Wed Oct 19 11:19:34 2022,created:Wed Oct 19 11:19:34 2022,created by:samir
printEnvVariablesToFile.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/printEnvVariablesToFile.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
tensorboard_launcher.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/tensorboard_launcher.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
printEnvVariables.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/printEnvVariables.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
install_debugpy.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/install_debugpy.py,last modified:Sat Oct 15 12:25:50 2022,created:Sat Oct 15 12:25:50 2022,created by:samir
create_conda.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/create_conda.py,last modified:Sat Oct 15 12:25:50 2022,created:Sat Oct 15 12:25:50 2022,created by:samir
run-jedi-language-server.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/run-jedi-language-server.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
sortImports.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/sortImports.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
get_output_via_markers.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/get_output_via_markers.py,last modified:Sat Oct 15 12:25:50 2022,created:Sat Oct 15 12:25:50 2022,created by:samir
interpreterInfo.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/interpreterInfo.py,last modified:Sat Oct 15 12:25:50 2022,created:Sat Oct 15 12:25:50 2022,created by:samir
linter.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/linter.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
create_venv.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/create_venv.py,last modified:Sat Oct 15 12:25:50 2022,created:Sat Oct 15 12:25:50 2022,created by:samir
testlauncher.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/testlauncher.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
get-pip.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/get-pip.py,last modified:Sat Oct 15 12:25:50 2022,created:Sat Oct 15 12:25:50 2022,created by:samir
shell_exec.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/shell_exec.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
normalizeSelection.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/normalizeSelection.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
visualstudio_py_testlauncher.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/visualstudio_py_testlauncher.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
utils.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/unittestadapter/utils.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
discovery.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/unittestadapter/discovery.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
execution.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/unittestadapter/execution.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
__init__.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/unittestadapter/__init__.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
logParser.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/vscode_datascience_helpers/tests/logParser.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
typing_extensions.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/lib/python/typing_extensions.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
__main__.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/lib/python/debugpy/__main__.py,last modified:Sat Oct 15 12:25:51 2022,created:Sat Oct 15 12:25:51 2022,created by:samir
public_api.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/lib/python/debugpy/public_api.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
_version.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/lib/python/debugpy/_version.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
__init__.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/lib/python/debugpy/__init__.py,last modified:Sat Oct 15 12:25:51 2022,created:Sat Oct 15 12:25:51 2022,created by:samir
__main__.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/lib/python/debugpy/adapter/__main__.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
clients.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/lib/python/debugpy/adapter/clients.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
sessions.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/lib/python/debugpy/adapter/sessions.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
launchers.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/lib/python/debugpy/adapter/launchers.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
components.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/lib/python/debugpy/adapter/components.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
__init__.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/lib/python/debugpy/adapter/__init__.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
servers.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/lib/python/debugpy/adapter/servers.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
_pydevd_packaging.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/lib/python/debugpy/_vendored/_pydevd_packaging.py,last modified:Sat Oct 15 12:25:51 2022,created:Sat Oct 15 12:25:51 2022,created by:samir
force_pydevd.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/lib/python/debugpy/_vendored/force_pydevd.py,last modified:Sat Oct 15 12:25:51 2022,created:Sat Oct 15 12:25:51 2022,created by:samir
__init__.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/lib/python/debugpy/_vendored/__init__.py,last modified:Sat Oct 15 12:25:51 2022,created:Sat Oct 15 12:25:51 2022,created by:samir
_util.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/lib/python/debugpy/_vendored/_util.py,last modified:Sat Oct 15 12:25:51 2022,created:Sat Oct 15 12:25:51 2022,created by:samir
pydev_coverage.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/lib/python/debugpy/_vendored/pydevd/pydev_coverage.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
pydevconsole.py,path:/home/samir/.vscode-server/extensions/ms-python.python-2022.16.1/pythonFiles/lib/python/debugpy/_vendored/pydevd/pydevconsole.py,last modified:Sat Oct 15 12:25:52 2022,created:Sat Oct 15 12:25:52 2022,created by:samir
